,"CLSS ID","SIS ID","Term","Term Code","Department Code","Subject Code","Catalog Number","Course","Section #","Course Title","Long Title","Section Type","Title/Topic","Meeting Pattern","Meetings","Instructor","Room","Status","Session","Campus","Inst. Method","Integ. Partner","Schedule Print","Consent","Credit Hrs Min","Credit Hrs","Grade Mode","Attributes","Course Attributes","Room Attributes","Enrollment","Maximum Enrollment","Prior Enrollment","Projected Enrollment","Wait Cap","Wait Total","Rm Cap Request","Cross-listings","Cross-list Enrollment","Cross-list Maximum","Cross-list Projected","Cross-list Wait Cap","Cross-list Wait Total","Cross-list Rm Cap Request","Link To","Comments","Notes#1","Notes#2"
,"3946","15489","Fall 2023","1238","UNO-IDIF","CYBR","2600","CYBR 2600","851","SYSTEM ADMINISTRATION","","Lecture/Lab (combo)","","Does Not Meet","Does Not Meet","Hoff, Greg (80563350) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","35","35","","","99","0","35","","","","","","","","","","",""
"CYBR 3570 - CRYPTOGRAPHY"
,"3017","14675","Fall 2023","1238","UNO-IDIF","CYBR","3570","CYBR 3570","850","CRYPTOGRAPHY","","Lecture","","Does Not Meet","Does Not Meet","Zhao, Rui (78266138) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","33","35","","","99","0","45","","","","","","","","","","",""
"CYBR 3600 - INFORMATION SECURITY POLICY AND AWARENESS"
,"3484","14677","Fall 2023","1238","UNO-IDIF","CYBR","3600","CYBR 3600","001","INFORMATION SECURITY POLICY AND AWARENESS","","Lecture","","W 6pm-8:40pm","W 6pm-8:40pm","Feilmeier, Matthew (97077202) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","33","33","","","99","0","35","","","","","","","","","","",""
,"3485","15286","Fall 2023","1238","UNO-IDIF","CYBR","3600","CYBR 3600","850","INFORMATION SECURITY POLICY AND AWARENESS","","Lecture","","Does Not Meet","Does Not Meet","Nicholson, Charles (97362527) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","35","33","","","99","0","35","","","","","","","","","","",""
"CYBR 4360 - FOUNDATIONS OF CYBERSECURITY"
,"865","14757","Fall 2023","1238","UNO-IDIF","CYBR","4360","CYBR 4360","850","FOUNDATIONS OF CYBERSECURITY","","Lecture","","Does Not Meet","Does Not Meet","Mandal, Sayonnha (68484909) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","27","25","","","99","0","25","See CSCI 8366-850","41","40","","99","4","40","","","",""
,"866","15331","Fall 2023","1238","UNO-IDIF","CYBR","4360","CYBR 4360","851","FOUNDATIONS OF CYBERSECURITY","","Lecture","","Does Not Meet","Does Not Meet","Mandal, Sayonnha (68484909) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","21","20","","","99","0","25","See CSCI 8366-851","30","45","","99","2","45","","","",""
"CYBR 4380 - DIGITAL FORENSICS"
,"4178","17080","Fall 2023","1238","UNO-IDIF","CYBR","4380","CYBR 4380","001","DIGITAL FORENSICS","","Lecture/Lab (combo)","","TR 10:30am-11:45am","TR 10:30am-11:45am","Grispos, George (87046629) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","19","25","","","99","0","35","Also CSCI 4380-001","21","35","","198","0","40","","","",""
"CYBR 4460 - NETWORK-BASED VULNERABILITY DISCOVERY"
,"3235","15794","Fall 2023","1238","UNO-IDIF","CYBR","4460","CYBR 4460","001","NETWORK-BASED VULNERABILITY DISCOVERY","","Lecture","","TR 5:30pm-6:45pm","TR 5:30pm-6:45pm","Hoff, Greg (80563350) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","13","20","","","99","0","20","Also CYBR 8466-001","17","30","","99","0","30","","","",""
,"3236","14987","Fall 2023","1238","UNO-IDIF","CYBR","4460","CYBR 4460","850","NETWORK-BASED VULNERABILITY DISCOVERY","","Lecture","","Does Not Meet","Does Not Meet","Hoff, Greg (80563350) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","20","20","","","99","0","20","Also CYBR 8466-850","29","45","","99","1","35","","","",""
"CYBR 4540 - COMPUTER SECURITY MANAGEMENT"
,"4650","17999","Fall 2023","1238","UNO-IDIF","CYBR","4540","CYBR 4540","850","COMPUTER SECURITY MANAGEMENT","","Lecture","","Does Not Meet","Does Not Meet","House, Deanna (24532175) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","0","0","","","99","0","5","Also ISQA 8546-850, CYBR 8546-850","25","30","","99","0","30","","","",""
,"4363","17271","Fall 2023","1238","UNO-IDIF","CYBR","4540","CYBR 4540","851","COMPUTER SECURITY MANAGEMENT","","Lecture","","Does Not Meet","Does Not Meet","Allen, Karen (86896761) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","20","20","","","0","0","20","See CIST 4540-851","22","30","","0","0","30","","","",""
"CYBR 4580 - CYBERSECURITY CAPSTONE"
,"3243","16282","Fall 2023","1238","UNO-IDIF","CYBR","4580","CYBR 4580","860","CYBERSECURITY CAPSTONE","","Lecture","","F 1:30pm-4:10pm","F 1:30pm-4:10pm; Does Not Meet","Hoff, Greg (80563350) [Primary Instructor, Post, Print]; Hoff, Greg (80563350) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361; Partially Online","Active","Regular Academic Session","UNO-IS","Partially Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Partially Online: Partially Online","","","14","30","","","99","0","30","","","","","","","","","","",""
"CYBR 4950 - INTERNSHIP IN CYBERSECURITY"
,"3300","14681","Fall 2023","1238","UNO-IDIF","CYBR","4950","CYBR 4950","001","INTERNSHIP IN CYBERSECURITY","","Internship","","Does Not Meet","Does Not Meet","Cooper, Kate (35979329) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Instructor Consent Required","1","3","Credit / No Credit","Open Nebraska: No Cost Materials","","","0","30","","","0","0","20","","","","","","","","","","",""
,"3301","15488","Fall 2023","1238","UNO-IDIF","CYBR","4950","CYBR 4950","850","INTERNSHIP IN CYBERSECURITY","","Internship","","Does Not Meet","Does Not Meet","Cooper, Kate (35979329) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","Instructor Consent Required","1","3","Credit / No Credit","Open Nebraska: No Cost Materials; Online: Totally Online","","","3","30","","","99","0","15","","","","","","","","","","",""
"CYBR 4990 - INDEPENDENT STUDY IN CYBERSECURITY"
,"3169","14682","Fall 2023","1238","UNO-IDIF","CYBR","4990","CYBR 4990","001","INDEPENDENT STUDY IN CYBERSECURITY","","Independent Study","","Does Not Meet","Does Not Meet","Cooper, Kate (35979329) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Instructor Consent Required","1","3","Graded","Open Nebraska: No Cost Materials","","","0","30","","","0","0","20","","","","","","","","","","",""
"CYBR 8000 - CENTER OF ACADEMIC EXCELLENCE-CYBER OPERATIONS COMPLETION CERTIFICATE"
,"3696","14851","Fall 2023","1238","UNO-IDIF","CYBR","8000","CYBR 8000","001","CENTER OF ACADEMIC EXCELLENCE-CYBER OPERATIONS COMPLETION CERTIFICATE","","Lecture","","Does Not Meet","Does Not Meet","Gandhi, Robin (20882301) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Instructor Consent Required","0","0","Credit / No Credit","","","","0","5","","","99","0","5","","","","","","","","","","",""
"CYBR 8366 - FOUNDATIONS OF CYBERSECURITY"
,"3204","15332","Fall 2023","1238","UNO-IDIF","CYBR","8366","CYBR 8366","850","FOUNDATIONS OF CYBERSECURITY","","Lecture","","Does Not Meet","Does Not Meet","Mandal, Sayonnha (68484909) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","11","12","","","99","0","7","See CSCI 8366-850","41","40","","99","4","40","","","",""
,"3205","14679","Fall 2023","1238","UNO-IDIF","CYBR","8366","CYBR 8366","851","FOUNDATIONS OF CYBERSECURITY","","Lecture","","Does Not Meet","Does Not Meet","Mandal, Sayonnha (68484909) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","7","7","","","99","0","10","See CSCI 8366-851","30","45","","99","2","45","","","",""
"CYBR 8420 - SOFTWARE ASSURANCE"
,"1571","14683","Fall 2023","1238","UNO-IDIF","CYBR","8420","CYBR 8420","850","SOFTWARE ASSURANCE","","Lecture","","Does Not Meet","Does Not Meet","Gandhi, Robin (20882301) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","20","20","","","99","0","20","See CSCI 8420-850","28","30","","99","0","30","","","",""
"CYBR 8456 - HOST-BASED VULNERABILITY DISCOVERY"
,"5543","21574","Fall 2023","1238","UNO-IDIF","CYBR","8456","CYBR 8456","852","HOST-BASED VULNERABILITY DISCOVERY","","Lecture","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","Totally Online","","Yes","Department Consent Required","3","3","Graded","Online: Totally Online","","","0","5","","","99","0","5","","","","","","","","","","Reserved for students in the interdisciplinary Security Studies concentration.",""
"CYBR 8466 - NETWORK-BASED VULNERABILITY DISCOVERY"
,"3237","15795","Fall 2023","1238","UNO-IDIF","CYBR","8466","CYBR 8466","001","NETWORK-BASED VULNERABILITY DISCOVERY","","Lecture","","TR 5:30pm-6:45pm","TR 5:30pm-6:45pm","Hoff, Greg (80563350) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","4","10","","","99","0","10","See CYBR 4460-001","17","30","","99","0","30","","","",""
,"3238","14988","Fall 2023","1238","UNO-IDIF","CYBR","8466","CYBR 8466","850","NETWORK-BASED VULNERABILITY DISCOVERY","","Lecture","","Does Not Meet","Does Not Meet","Hoff, Greg (80563350) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","Instructor Consent Required","3","3","Graded","Online: Totally Online","","","9","10","","","99","0","10","See CYBR 4460-850","29","45","","99","1","35","","","",""
"CYBR 8470 - SECURE WEB APPLICATION DEVELOPMENT"
,"3615","15046","Fall 2023","1238","UNO-IDIF","CYBR","8470","CYBR 8470","001","SECURE WEB APPLICATION DEVELOPMENT","","Lecture/Lab (combo)","","M 4:30pm-7:05pm","M 4:30pm-7:05pm","Hale, Matt (99058412) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","8","30","","","99","0","30","Also CYBR 8470-820","12","30","","99","0","30","","","",""
,"4583","17701","Fall 2023","1238","UNO-IDIF","CYBR","8470","CYBR 8470","820","SECURE WEB APPLICATION DEVELOPMENT","","Lecture/Lab (combo)","","M 4:30pm-7:05pm","M 4:30pm-7:05pm","Hale, Matt (99058412) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Remote Learning: Remote Learning","","","4","0","","","0","0","30","See CYBR 8470-001","12","30","","99","0","30","","","",""
"CYBR 8490 - CYBER INVESTIGATIONS"
,"4021","16113","Fall 2023","1238","UNO-IDIF","CYBR","8490","CYBR 8490","001","CYBER INVESTIGATIONS","","Lecture/Lab (combo)","","W 6pm-8:40pm","W 6pm-8:40pm","Grispos, George (87046629) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","12","30","","","99","0","30","Also CYBR 8490-820","17","30","","99","0","30","","","",""
,"4629","17930","Fall 2023","1238","UNO-IDIF","CYBR","8490","CYBR 8490","820","CYBER INVESTIGATIONS","","Lecture/Lab (combo)","","W 6pm-8:40pm","W 6pm-8:40pm","Grispos, George (87046629) [Primary Instructor, Post, Print]","Peter Kiewit Institute 361","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Remote Learning: Remote Learning","","","5","0","","","0","0","30","See CYBR 8490-001","17","30","","99","0","30","","","",""
"CYBR 8546 - COMPUTER SECURITY MANAGEMENT"
,"4651","17998","Fall 2023","1238","UNO-IDIF","CYBR","8546","CYBR 8546","850","COMPUTER SECURITY MANAGEMENT","","Lecture","","Does Not Meet","Does Not Meet","House, Deanna (24532175) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","13","13","","","99","0","13","See CYBR 4540-850","25","30","","99","0","30","","","",""
,"3481","15280","Fall 2023","1238","UNO-IDIF","CYBR","8546","CYBR 8546","851","COMPUTER SECURITY MANAGEMENT","","Lecture","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","0","6","","","99","0","6","","","","","","","","","","",""
,"5607","21628","Fall 2023","1238","UNO-IDIF","CYBR","8546","CYBR 8546","852","COMPUTER SECURITY MANAGEMENT","","Lecture","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","Totally Online","","Yes","Department Consent Required","3","3","Graded","Online: Totally Online","","","0","5","","","99","0","5","","","","","","","","","","Reserved for students in the interdisciplinary Security Studies concentration.",""
"CYBR 8900 - INDEPENDENT STUDY IN INFORMATION ASSURANCE"
,"3280","14684","Fall 2023","1238","UNO-IDIF","CYBR","8900","CYBR 8900","001","INDEPENDENT STUDY IN INFORMATION ASSURANCE","","Independent Study","","Does Not Meet","Does Not Meet","Hale, Matt (99058412) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Instructor Consent Required","1","3","Graded","","","","0","5","","","0","0","5","","","","","","","","","","",""
"CYBR 8910 - INTERNSHIP"
,"4610","17913","Fall 2023","1238","UNO-IDIF","CYBR","8910","CYBR 8910","001","INTERNSHIP","","Internship","","Does Not Meet","Does Not Meet","Hale, Matt (99058412) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Instructor Consent Required","1","3","Credit / No Credit","","","","0","30","","","0","0","30","","","","","","","","","","",""
,"4611","17914","Fall 2023","1238","UNO-IDIF","CYBR","8910","CYBR 8910","850","INTERNSHIP","","Internship","","Does Not Meet","Does Not Meet","Hale, Matt (99058412) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","Instructor Consent Required","1","3","Credit / No Credit","Online: Totally Online","","","0","30","","","0","0","30","","","","","","","","","","",""
"CYBR 8990 - THESIS IN INFORMATION ASSURANCE"
,"3219","14685","Fall 2023","1238","UNO-IDIF","CYBR","8990","CYBR 8990","001","THESIS IN INFORMATION ASSURANCE","","Master's Thesis","","Does Not Meet","Does Not Meet","Hale, Matt (99058412) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Instructor Consent Required","1","6","Satisfactory/Unsatisfactory","","","","1","5","","","0","0","5","","","","","","","","","","",""
"ISQA 3310 - MANAGING THE DATABASE ENVIRONMENT"
,"1597","15463","Fall 2023","1238","UNO-ISQA","ISQA","3310","ISQA 3310","001","MANAGING THE DATABASE ENVIRONMENT","","Lecture","","R 6pm-8:40pm","R 6pm-8:40pm","Afzali, Farhad Mohammad (59011722) [Primary Instructor, Post, Print]","Peter Kiewit Institute 276","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials","","","17","25","","","99","0","25","","","","","","","","","","",""
,"1598","14690","Fall 2023","1238","UNO-ISQA","ISQA","3310","ISQA 3310","850","MANAGING THE DATABASE ENVIRONMENT","","Lecture","","Does Not Meet","Does Not Meet","Vlasnik, Sandy (06260598) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","30","30","","","99","0","30","","","","","","","","","","",""
,"1599","14689","Fall 2023","1238","UNO-ISQA","ISQA","3310","ISQA 3310","851","MANAGING THE DATABASE ENVIRONMENT","","Lecture","","Does Not Meet","Does Not Meet","Afzali, Farhad Mohammad (59011722) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online","","","35","35","","","99","0","35","","","","","","","","","","",""
"ISQA 3400 - INFORMATION TECHNOLOGY INFRASTRUCTURE"
,"1600","14438","Fall 2023","1238","UNO-ISQA","ISQA","3400","ISQA 3400","001","INFORMATION TECHNOLOGY INFRASTRUCTURE","","Lecture","","MW 1:30pm-2:45pm","MW 1:30pm-2:45pm","Germonprez, Matt (56314036) [Primary Instructor, Post, Print]","Peter Kiewit Institute 160","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","9","30","","","99","0","30","","","","","","","","","","",""
,"5023","20175","Fall 2023","1238","UNO-ISQA","ISQA","3400","ISQA 3400","850","INFORMATION TECHNOLOGY INFRASTRUCTURE","","Lecture","","Does Not Meet","Does Not Meet","Tsai, Chun-Hua (53345129) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","30","30","","","99","0","30","","","","","","","","","","",""
"ISQA 3420 - MANAGING IN A DIGITAL WORLD"
,"1601","15662","Fall 2023","1238","UNO-ISQA","ISQA","3420","ISQA 3420","850","MANAGING IN A DIGITAL WORLD","","Lecture","","Does Not Meet","Does Not Meet","Corbett, Cale (22417663) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Open Nebraska: No Cost Materials; Online: Totally Online; University General Education: Global Diversity General Education course","University General Education: Global Diversity General Education course","","25","25","","","99","0","25","","","","","","","","","","",""
"ISQA 3900 - WEB APPLICATION DEVELOPMENT"
,"3800","14412","Fall 2023","1238","UNO-ISQA","ISQA","3900","ISQA 3900","001","WEB APPLICATION DEVELOPMENT","","Lecture","","TR 1:30pm-2:45pm","TR 1:30pm-2:45pm","Vlasnik, Sandy (06260598) [Primary Instructor, Post, Print]","Peter Kiewit Institute 274","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","14","25","","","99","0","25","","","","","","","","","","",""
,"3801","14985","Fall 2023","1238","UNO-ISQA","ISQA","3900","ISQA 3900","850","WEB APPLICATION DEVELOPMENT","","Lecture","","Does Not Meet","Does Not Meet","Vlasnik, Sandy (06260598) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","35","35","","","99","0","35","","","","","","","","","","",""
"ISQA 3910 - INTRODUCTION TO PROJECT MANAGEMENT"
,"1613","16109","Fall 2023","1238","UNO-ISQA","ISQA","3910","ISQA 3910","001","INTRODUCTION TO PROJECT MANAGEMENT","","Lecture","","MW 4:30pm-5:45pm","MW 4:30pm-5:45pm","Altig, Karen (40768382) [Primary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","19","20","","","0","0","20","","","","","","","","","","",""
,"1612","15688","Fall 2023","1238","UNO-ISQA","ISQA","3910","ISQA 3910","850","INTRODUCTION TO PROJECT MANAGEMENT","","Lecture","","Does Not Meet","Does Not Meet","Altig, Karen (40768382) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online","","","40","40","","","99","0","40","","","","","","","","","","",""
"ISQA 4000 - SPECIAL TOPICS: INFORMATION SYSTEMS & QUANTITATIVE ANALYSIS"
,"4638","17994","Fall 2023","1238","UNO-ISQA","ISQA","4000","ISQA 4000","001","SPECIAL TOPICS: INFORMATION SYSTEMS & QUANTITATIVE ANALYSIS","","Seminar","INFORMATION WARFARE & SECURITY","M 6pm-8:40pm","M 6pm-8:40pm","Ward, Kerry (78186070) [Primary Instructor, Post, Print]","Peter Kiewit Institute 261","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Instructor Consent Required","1","5","Graded","","","","0","15","","","99","0","15","","","","","","","","","","",""
"ISQA 4010 - BUSINESS INTELLIGENCE"
,"1602","15464","Fall 2023","1238","UNO-ISQA","ISQA","4010","ISQA 4010","001","BUSINESS INTELLIGENCE","","Lecture","","T 6pm-8:40pm","T 6pm-8:40pm","Tsai, Chun-Hua (53345129) [Primary Instructor, Post, Print]","Peter Kiewit Institute 256","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","5","10","","","99","0","25","Also ISQA 8016-001","25","40","","99","0","50","","","",""
"ISQA 4110 - INFORMATION SYSTEMS ANALYSIS"
,"930","14693","Fall 2023","1238","UNO-ISQA","ISQA","4110","ISQA 4110","001","INFORMATION SYSTEMS ANALYSIS","","Lecture","","T 6pm-8:40pm","T 6pm-8:40pm","Abdulsattar, Ebrahim (28395291) [Primary Instructor, Post, Print]","Peter Kiewit Institute 160","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","Service Learning Component: Includes Service Learning Component","","","24","30","","","99","0","30","","","","","","","","","","",""
,"931","14694","Fall 2023","1238","UNO-ISQA","ISQA","4110","ISQA 4110","850","INFORMATION SYSTEMS ANALYSIS","","Lecture","","Does Not Meet","Does Not Meet","Link, Georg (31011304) [Primary Instructor, Post, Print]; Rosser, Hollie (16743548) [Secondary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online; Service Learning Component: Includes Service Learning Component","","","35","35","","","99","0","35","","","","","","","","","","",""
,"932","15751","Fall 2023","1238","UNO-ISQA","ISQA","4110","ISQA 4110","851","INFORMATION SYSTEMS ANALYSIS","","Lecture","","Does Not Meet","Does Not Meet","Staff [Primary Instructor, Post, Print]","No Room Assigned","Cancelled Section","Regular Academic Session","UNO-IS","Totally Online","","Yes","No Special Consent Required","3","3","Graded","Online: Totally Online; Service Learning Component: Includes Service Learning Component","","","0","25","","","99","0","25","","","","","","","","","","",""
"ISQA 4150 - ADVANCED STATISTICAL METHODS FOR IS&T"
,"1604","14695","Fall 2023","1238","UNO-ISQA","ISQA","4150","ISQA 4150","001","ADVANCED STATISTICAL METHODS FOR IS&T","","Lecture","","R 6pm-8:40pm","R 6pm-8:40pm","Haas, Christian (54873012) [Primary Instructor, Post, Print]","Peter Kiewit Institute 160","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","6","8","","","99","0","8","Also ISQA 8156-001","22","30","","99","0","30","","","",""
"ISQA 4200 - INFORMATION AND DATA QUALITY MANAGEMENT"
,"1605","14697","Fall 2023","1238","UNO-ISQA","ISQA","4200","ISQA 4200","001","INFORMATION AND DATA QUALITY MANAGEMENT","","Lecture","","W 6pm-8:40pm","W 6pm-8:40pm","Najjar, Lotfollah (25564412) [Primary Instructor, Post, Print]","Peter Kiewit Institute 153","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","2","9","","","99","0","9","Also ISQA 8206-001","14","30","","99","0","30","","","",""
"ISQA 4300 - DATABASE ADMINISTRATION"
,"1606","14699","Fall 2023","1238","UNO-ISQA","ISQA","4300","ISQA 4300","001","DATABASE ADMINISTRATION","","Lecture","","W 6pm-8:40pm","W 6pm-8:40pm","Wolcott, Peter (83901139) [Primary Instructor, Post, Print]","Peter Kiewit Institute 263","Active","Regular Academic Session","UNO-IS","In Person","","Yes","No Special Consent Required","3","3","Graded","","","","10","15","","","99","0","15","Also ISQA 8306-001","22","32","","99","0","32","","","",""
"ISQA 4380 - DISTRIBUTED TECHNOLOGIES AND SYSTEMS"
,"4589","17774","Fall 2023","1238","UNO-ISQA","ISQA","4380","ISQA 4380","820","DISTRIBUTED TECHNOLOGIES AND SYSTEMS","","Lecture","","R 6pm-8:40pm","R 6pm-8:40pm","Swaminathan, Pradhip (94389261) [Primary Instructor, Post, Print]","Remote Learning","Active","Regular Academic Session","UNO-IS","Distance Education","","Yes","No Special Consent Required","3","3","Graded","Remote Learning: Remote Learning","","","24","30","","","99","0","30","","","","","","","","","","The first two class periods will meet via Zoom at the scheduled time.  The rest of the class will be a combination of synchronous online meetings, and asynchronous recorded lectures.",""
"ISQA 4500 - SPECIAL PROBLEMS IN INFOMATION SYSTEMS AND QUANTITATIVE ANALYSIS"
,"1607","14718","Fall 2023","1238","UNO-ISQA","ISQA","4500","ISQA 4500","001","SPECIAL PROBLEMS IN INFOMATION SYSTEMS AND QUANTITATIVE ANALYSIS","","Independent Study","","Does Not Meet","Does Not Meet","Wolcott, Peter (83901139) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","2","3","Graded","","","","1","15","","","0","0","15","","","","","","","","","","",""
"ISQA 4510 - INFORMATION SYSTEMS INTERNSHIP"
,"1608","14719","Fall 2023","1238","UNO-ISQA","ISQA","4510","ISQA 4510","001","INFORMATION SYSTEMS INTERNSHIP","","Internship","","Does Not Meet","Does Not Meet","Wolcott, Peter (83901139) [Primary Instructor, Post, Print]","To Be Announced","Active","Regular Academic Session","UNO-IS","In Person","","Yes","Department Consent Required","1","3","Graded","","","","3","30","","","0","0","15","","","","","","","","","","",""
,"1609","15466","Fall 2023","1238","UNO-ISQA","ISQA","4510","ISQA 4510","850","INFORMATION SYSTEMS INTERNSHIP","","Internship","","Does Not Meet","Does Not Meet","Wolcott, Peter (83901139) [Primary Instructor, Post, Print]","Totally Online","Active","Regular Academic Session","UNO-IS","Totally Online","","Yes","Department Consent Required","1","3","Graded","Online: Totally Online","","","2","30","","","99","0","30","","","","","","","","","","",""
"ISQA 4730 - DECISION SUPPORT SYSTEMS"
